+ UN decl. sign.[1],No (Proposed)[citation needed],No (Proposed)/Yes Same-sex marriages performed in the Netherlands recognized.[97],No (Proposed),Yes The Netherlands responsible for defense.,No,No,
Trinidad and Tobago Trinidad and Tobago,Yes Legal,,,,,,
since 2018.[116],No,No,No,No,No,No,
Turks and Caicos Islands Turks and Caicos Islands,,,,,,,
(Overseas territory of the United Kingdom),Yes Legal since 2001,,,,,,
+ UN decl. sign.[1],No,No Constitutional ban since 2011.[117],No,Yes UK responsible for defense.,Yes Constitutional ban on all anti-gay discrimination.[1],No,
United States United States Minor Outlying Islands,,,,,,,
(Unincorporated organized territory of the United States),Yes Legal,Yes,Yes Legal,Yes Legal,Yes USA responsible for defense.[68][71],No,No
United States Virgin Islands United States Virgin Islands,,,,,,,
(Insular area of the United States),Yes Legal since 1985,Yes Since 2015[67],Yes Legal since 2015[67],Yes Legal since 2015[67],Yes USA responsible for defense.[68][71],Yes The US hate crime laws also apply to all US external territories as well.,Yes The US hate crime laws also apply to all US external territories as well.
No Gender change is not legal.,,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGBT people allowed to serve openly in military,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Argentina Argentina,Yes Legal since 1887,,,,,,
+ UN decl. sign.[1],Yes Civil union in Buenos Aires (2003)[118] and Rio Negro (2003)[119],,,,,,
Cohabitation union nationwide since 2015[120],Yes Legal since 2010.[121],Yes Legal since 2010,Yes Since 2009[122],Yes/No Legal protection in some provinces (federal law pending).,,,
Since 2012 is a hate crime killing due to sexual orientation.[123],Yes Transgender persons can change their legal gender and name without surgeries or judicial permission since 2012.[124] Since 2012 is a hate crime killing due to gender identity or expression.[123],,,,,,
Bolivia Bolivia,Yes Legal,,,,,,
+ UN decl. sign.[1],No Constitutional ban on free unions.[125],,,,,,
(Family life agreement pending)[126],No Constitutional ban since 2009.[127],No LGBT individuals may adopt.[128],Emblem-question.svg[129][130][131],"Yes Bans all anti-gay discrimination, including hate speech.[1]",Yes Transgender persons can change their legal gender and name without surgeries or judicial permission since 2016.[132][133][134][135],,
Brazil Brazil,Yes Legal since 1831,,,,,,
+ UN decl. sign.[1],"Yes ""Stable unions"" legal in some states since 2004. All rights as recognized family entities available nationwide since 2011.[136][137]","Yes Legal in some states since 2012,",,,,,
nationwide since 2013.[138][139],Yes Legal since 2010[140],Yes Since 1969[141],Yes/No All state-sanctioned social discrimination of citizens since 1988. Legal protection for sexual orientation in many jurisdictions (expansion of anti-discrimination (all) national Constitutional amendment discussed in the Senate).[142] Pathologization or attempted treatment of sexual orientation by mental health professionals illegal since 1999.[143][144],"Yes Transgender persons can change their legal gender and name after,On March 1, 2018 it was decided by the STF that trangeneros can use the legal name without precise of can use surgery and medical intervention since 2018.[145][146][147]",,,
Chile Chile,Yes Legal since 1999 (age of consent discrepancy),,,,,,
+ UN decl. sign.[1],Yes Civil union agreement since 2015.[148],No (Pending).[149],"No/Yes (Pending) Same-sex couples may adopt, although only one is recognized as legal parent.",,,,
LGBT individuals may adopt (Joint and step-child adoption pending).[150],,,,,,,
Yes Since 2012.[151],Yes Bans all anti-gay discrimination since 2012.[152],"Yes Transgender persons can change their legal gender and name after completion of medical intervention since 2007. Judicial permission required.[153] Currently, a broader gender identity law (which would not require any surgeries or judicial permission) is being discussed by the congress.[154]",,,,,
Colombia Colombia,Yes Legal since 1981,,,,,,
+ UN decl. sign.[1],Yes De facto marital union since 2007.[155],Yes Legal since 2016.[156],Yes Step-child adoption since 2014.[157] Joint adoption since 2015.[158],Yes Since 1999. Since 2009 the military special social security system can be used by same sex couples in the army.[1],Yes Bans all anti-gay discrimination including hate speech since 2011.[159],"Yes Since 2015, transgender persons can change their legal gender and name manifesting their solemn will before a notar, no surgeries or judicial order required.[160]",
Ecuador Ecuador,Yes Legal since 1997,,,,,,
+ UN decl. sign.[1],Yes De facto union since 2009.[161][162],No Constitutional ban since 2009.[163],No LGBT individuals may adopt.[164],Emblem-question.svg[165],Yes Bans all anti-gay discrimination.[166],"Yes Since 2016, transgender persons are allowed to change their birth name and gender identity (instead of the sex assigned at birth) on legal documents. No surgeries or judicial order required.[167][168][169]",
Falkland Islands Falkland Islands,,,,,,,
(Overseas territory of the United Kingdom),Yes Legal since 1989,,,,,,
+ UN decl. sign.[1],Yes Legal since 2017.[170],Yes Legal since 2017.[170],Yes Legal since 2017.,Yes UK responsible for defense.,Yes Constitutional ban on all anti-gay discrimination.[171],No,
French Guiana French Guiana,,,,,,,
(Overseas department of France),Yes Legal since 1791,,,,,,
+ UN decl. sign.[1],Yes Civil solidarity pact since 1999.[50],Yes Legal since 2013.[51],Yes Legal since 2013.[52],Yes,Yes Bans all anti-gay discrimination.[53],"Yes Under French law since 2017, sterilization was abolished for gender transitioning.[54]",
Guyana Guyana,No Illegal,,,,,,
Penalty: Up to life imprisonment (not enforced).[1],No,No,Emblem-question.svg[172],Yes[citation needed],No,No,
Paraguay Paraguay,Yes Legal since 1880 (age of consent discrepancy),,,,,,
+ UN decl. sign.[1],No Constitutional ban since 1992.[173],No Constitutional ban since 1992.[174],No,Emblem-question.svg,No (Proposed).[175],No,
Peru Peru,Yes Legal since 1836-1837,,,,,,
+ UN decl. sign.[1],No (Pending)[176],No,No,Yes Since 2009.[177],No[178][179][180][181],Yes Transgender persons can change their legal gender and name after completion of medical intervention since 2016. Judicial permission required.[182][183],
South Georgia and the South Sandwich Islands South Georgia and the South Sandwich Islands (Overseas territory of the United Kingdom),Yes Legal,Yes Legal since 2014[184],Yes Legal since 2014[184],Yes,Yes UK responsible for defense,Yes Bans some anti-gay discrimination,No
Suriname Suriname,Yes Legal since 1869 (age of consent discrepancy),,,,,,
#NAME?,No,No,No,Emblem-question.svg,"Yes Bans some anti-gay discrimination, including hate speech since 2015.[185]",No (Court decision pending).[186][187],
Uruguay Uruguay,Yes Legal since 1934,,,,,,
+ UN decl. sign.[1],Yes Concubinage union since 2008.[188],Yes Legal since 2013[189],Yes Legal since 2009[190],Yes Since 2009.[191],Yes Bans all anti-gay discrimination since 2004.[192],Yes Transgender persons can change their legal gender and name since 2009.[193],
Venezuela Venezuela,Yes Legal since 1997,,,,,,
+ UN decl. sign.[1],No (Proposed),No (Proposed).[194],No(Proposed),No,Yes Bans some anti-gay discrimination.[1],No,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Kyrgyzstan Kyrgyzstan,Yes Legal since 1998[1],No,No Constitutionally banned since 2016.[2],No,Emblem-question.svg,No,Yes[3]
Tajikistan Tajikistan,Yes Legal since 1998[1],No,No,No,Emblem-question.svg,No,Yes[3]
Turkmenistan Turkmenistan,No Male illegal,,,,,,
Penalty: up to 2-year prison sentence,,,,,,,
Yes Female always legal[1],No,No,No,Emblem-question.svg,No,No,
Uzbekistan Uzbekistan,No Male illegal,,,,,,
Penalty: up to 3-year prison sentence,,,,,,,
Yes Female always legal[1],No,No,No,Emblem-question.svg,No,No,
Eurasia[edit],,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Abkhazia Abkhazia,Yes Legal after 1991,No,No,No,Emblem-question.svg,No,Emblem-question.svg
Akrotiri and Dhekelia Akrotiri and Dhekelia,,,,,,,
(Overseas territory of the United Kingdom),Yes Legal since 2000,,,,,,
+ UN decl. sign.[1],Yes Since 2005,Yes Legal since 2014,Emblem-question.svg,Yes Britain responsible for defence,Yes Bans some anti-gay discrimination[4],Emblem-question.svg,
Armenia Armenia,Yes Legal since 2003,,,,,,
+ UN decl. sign.[1],No,No/Yes Constitutionally banned since 2015.[5][6] Marriages performed abroad recognized since 2017.[7],No,"No/Yes No explicit ban. However, LGBT persons have been reportedly discharged because of their sexual orientation.[8]",No,No,
Republic of Artsakh Artsakh,Yes Legal since 2000,No,No Constitutionally banned since 2006 [9],No,Emblem-question.svg,No,Emblem-question.svg
Azerbaijan Azerbaijan,Yes Legal since 2000[1],No,No,No,Yes[10],No,Yes (Requires sterilization for change).[11]
Cyprus Cyprus,Yes Legal since 1998,,,,,,
+ UN decl. sign.[1],Yes Since 2015,No,No,No (only EU country to ban LGBT people from military service),Yes Bans all anti-gay discrimination[12],Yes Forbids discrimination based on gender identity.,
No Gender change is not legal.,,,,,,,
Georgia (country) Georgia,Yes Legal since 2000,,,,,,
+ UN decl. sign.[1],No,No (Constitutional ban proposed),No,Emblem-question.svg,Yes Bans all anti-gay discrimination[13],Yes (Requires sterilization for change)[11],
Kazakhstan Kazakhstan,Yes Legal since 1998[1],No,No,No,No[14],No,Yes[3]
Northern Cyprus Northern Cyprus,Yes Legal since 2014[15][16][1],No,No,No,No,Yes Bans all anti-gay discrimination[15][16],Yes Discrimination or hate speech banned since 2014.[15][16]
Emblem-question.svg Unknown if gender change is legal.,,,,,,,
Russia Russia,Yes Male legal since 1993,,,,,,
Female always legal[17][1],,,,,,,
"No Illegal in practice in Chechnya, where homosexuals are abducted and sent to concentration camps based on their perceived sexual orientation. See Gay concentration camps in Chechnya for more information.",No,No (Constitutional ban proposed)[18],No,No,No,Yes (Requires sterilization for change)[11],
South Ossetia South Ossetia,Yes Legal after 1991,No,No,No,Emblem-question.svg,No,Emblem-question.svg
Turkey Turkey,Yes Legal since 1858[1],No,No,No,No (Proposed)[19],No (Proposed)[19],"Yes (Legal since 1988, Requires sterilisation for change[20])"
West Asia[edit],,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Bahrain Bahrain,Yes Legal since 1976 [1],No,No,No,No,No,No
Iran Iran,No No Illegal,,,,,,
Penalty: For men 74 lashes for immature men and death penalty for mature men (although there are recorded cases of minors who were executed because of their sexual orientation[21]). For women 50 lashes for women of mature sound mind and if consenting. Death penalty offense after fourth conviction.[1],No,No,No,No,No,Yes Legal gender recognition in Iran is legal if accompanied by a medical intervention.[22],
Iraq Iraq,Yes Legal since 2003[23][additional citation(s) needed] Vigilante executions are common. The government and citizens both ignore the legality of same sex relations.[citation needed],No,No,No,No,No,No
Israel Israel,"Yes Legal since 1963 (de facto), 1988 (de jure)[24]",,,,,,
+ UN decl. sign.[1][25],Yes Unregistered cohabitation since 1994.,"No/Yes There are no civil marriages available in Israel for same-sex or opposite sex couples, and any non-religious marriage is unrecognized if performed in country. However, foreign same-sex marriages are recognized by the government and recorded in the population registry of the Ministry of the Interior.",Yes Since 2017,Yes Since 1993,Yes Bans some anti-gay discrimination;[26][27] Basic Law: Human Dignity and Liberty applies to homosexuals and bisexuals.[28],Yes Full recognition of gender's ID without a surgery or medical intervention;[29] equal employment opportunity law bars discrimination based on gender identity;[30][31] Basic Law: Human Dignity and Liberty applies to transgender individuals.[30][32],
Jordan Jordan,Yes Legal since 1951[1],No,No,No,Emblem-question.svg,No,Yes Legal since 2014[33]
Kuwait Kuwait,No Male illegal,,,,,,
Penalty: Fines or up to 6-year prison sentence,,,,,,,
Yes Female always legal[1][34],No,No,No,No,No,No,
Lebanon Lebanon,"No Illegal under Article 534 of the Penal Code. Some judges have elected not to prosecute individuals based on the law, however this has not been settled by a Supreme Court and thus homosexuality is still illegal.[35]",No,No,No,No,No,"Yes Legal gender change allowed, but gender-reassignment surgery required.[36]"
Oman Oman,No Illegal,,,,,,
"Penalty: Fines and prison sentence up to 3 years (Only enforced when dealing with ""public scandal"")[1]",No,No,No,No,No,No,
State of Palestine Palestinian Territories (Gaza Strip),West Bank:,,,,,,
Yes Legal since 1951 (As part of Jordan)[1],,,,,,,
Gaza:No,,,,,,,
No Male illegal,,,,,,,
"Penalty: (de facto) Death/ Extra judicial Execution, Up to 10 years imprisonment,No known cases of death sentences have been handed out for same-sex sexual activity after the end of Hamas rule",,,,,,,
Yes Female always legal[1],No,No,No,Emblem-question.svg,No,No,
Qatar Qatar,No No Illegal,,,,,,
"Penalty: Fines, prison sentence up to 7 years[1] or death penalty[37].",No,No,No,No,No,No,
Saudi Arabia Saudi Arabia,No No Illegal,,,,,,
"Penalty: Prison sentences of several months to life, fines and/or whipping/flogging, castration, torture or death can be sentenced on first conviction. A second conviction merits execution.[1]",No,No,No,No,No,No,
Syria Syria,No Illegal,,,,,,
Penalty: Prison sentence up to 3 years (Law in de-facto suspended)[38][1],No,No,No,No,No,Yes Transsexuals allowed to change legal gender,
United Arab Emirates United Arab Emirates,No No Illegal under federal law,,,,,,
"Penalty: deportation, fines, prison sentences or death penalty[37]",,,,,,,
Illegal in the emirate of Dubai,,,,,,,
Penalty: Up to 14 years imprisonment,,,,,,,
Illegal in the emirate of Abu Dhabi,,,,,,,
Penalty: Up to 10 years imprisonment[1],No,No,No,No,No,"Yes Sex reassignment surgery for people whose gender is unclear or whose physical features do not match their physiological, biological and genetic characteristics.[39][40][41]",
Yemen Yemen,No No Illegal,,,,,,
Penalty: Unmarried men punished,,,,,,,
"with 100 lashes of the whip or a maximum of one year of imprisonment, married men with death by stoning. Women punished up to three years of imprisonment; where the offense has been committed under duress, the punishment is up to seven years detention.[1]",,,,,,,
No,No,No,No,No,No,,
South Asia[edit],,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Afghanistan Afghanistan,No No Illegal,,,,,,
Penalty: Long imprisonment or death penalty (No known cases of death sentences have been handed out for same-sex sexual activity after the end of Taliban rule)[1],No,No Constitutionally banned since 1971,No,No,No,No,
Bangladesh Bangladesh,No Illegal,,,,,,
Penalty: 10 years to life imprisonment[1],No,No,No,No,No,Yes A third option (hijra) beside male and female[42],
Bhutan Bhutan,No Illegal,,,,,,
Penalty: Prison sentence up to 1 year (Not enforced)[1],No,No,No,No,No,No,
India India,"No Illegal under section 377 of the Indian Penal Code. Penalty: Up to life imprisonment[43][44][45] as well as torture, vigilante executions and fines[46] [47] [48]",No No explicit recognition.,No No explicit recognition.[49],No,No[50],No laws not enforced,Yes A third option (hijra) beside male and female[51]
Maldives Maldives,No Illegal,,,,,,
Penalty: For men the punishment is banishment for nine months to one year or a whipping of 10 to 30 strokes. For women is house arrest for nine months to one year.[1],No,No,No,No[citation needed],No,No,
Nepal Nepal,Yes Legal since 2007,,,,,,
+ UN decl. sign.[1],No (Proposed: By Supreme Court in 2008),No (Proposed: By Supreme Court in 2008),No Under consideration,Yes,Yes Constitution bans all anti-gay discrimination since 2015.,Yes Gender change is legal since 2007.,
Constitution bans all discrimination.[52],,,,,,,
Pakistan Pakistan,No Illegal,,,,,,
Penalty: 2 years to life sentence (Not enforced) [1],No,No,No,No,No,Yes Right to change gender; transgender and intersex citizens have protection from all discrimination and harassment.[53],
Sri Lanka Sri Lanka,No Illegal,,,,,,
(Decriminalization proposed),No,No,No,No[citation needed],No (proposed)[54][55],Yes Transgender persons can change their legal gender and name after completion of medical intervention since 2016.[56][57],
East Asia[edit],,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of relationships,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
China China,,,,,,,
(People's Republic of),Yes Legal since 1997[1],No,No,No,Emblem-question.svg,No,"Yes Transgender people allowed to change legal gender, but only after sex reassignment surgery."
Hong Kong Hong Kong,,,,,,,
(Special administrative region of China),Yes Legal since 1991[1],No,No,No LGBT individuals may adopt.[58],Emblem-question.svg,,
"The People's Republic of China is in charge of Hong Kong's defence affairs. Regardless of sexual orientation, military personnel are not recruited from Hong Kong.[citation needed]",No,"Yes Transgender people allowed to change legal gender, but only after sex reassignment surgery.",,,,,
Macau Macau,,,,,,,
(Special administrative region of China),Yes Legal,,,,,,
(No laws against same-sex sexual activity has ever existed in the region),,,,,,,
[59],No,No,No,Emblem-question.svg,,,
"The People's Republic of China is in charge of Macau's defence affairs. Regardless of sexual orientation, military personnel are not recruited from Macau.",Yes Bans some anti-gay discrimination,Emblem-question.svg,,,,,
Japan Japan,Yes Legal since 1880,,,,,,
+ UN decl. sign.[1],"No/Yes Non-legally binding partnerships in 7 municipal jurisdictions (Shibuya, Setagaya, Iga, Takaraduka, Naha, Sapporo, Fukuoka)",No Under consideration,No Under consideration,Yes Since 2003,"No/Yes No nationwide protections, but some cities ban some anti-gay discrimination[1] (Nationalwide workplace protections pending)","Yes Transgender people allowed to change legal gender, but only after sex reassignment surgery.",
Mongolia Mongolia,Yes Legal since 1961,,,,,,
+ UN decl. sign.[1],No,No,No,Yes Due to conscription.,Yes Bans some anti-gay discrimination.,Yes Transgender people allowed to change legal gender,
North Korea North Korea,Yes Legal,,,,,,
(No laws against same-sex sexual activity has ever existed in the country)[1],No,No,No,Emblem-question.svg,No,Emblem-question.svg Unknown although there are heavily obeyed gender roles for both male and female. See Let's trim our hair in accordance with the socialist lifestyle,
South Korea South Korea,Yes Legal,,,,,,
(No laws against same-sex sexual activity has ever existed in the country),,,,,,,
+ UN decl. sign.[1],No (Life partnership proposed),No,No,No,No/Yes (Protection from discrimination varies by jurisdiction in some area; self-determination pending),Yes Transgender people allowed to change legal gender,
Taiwan Taiwan,Yes Legal since 1895[60],"Yes check.svgSince July 3, 2017.[61]","No/Yes check.svg(Legal since May 24, 2019[62])",No (Pending. LGBT individuals may adopt.),Yes Due to military draft,Yes Bans some anti-gay discrimination (in work and education),Yes Transgender people allowed to change legal gender. Surgery no longer a requirement beginning in 2015[63]
Southeast Asia[edit],,,,,,,
LGBT rights in,Same-sex sexual activity,Recognition of relationships,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Brunei Brunei,No No Illegal,,,,,,
Penalty: Fines and imprisonment up to 10 years or death by stoning[1],No,No,No,No,No,No,
Myanmar Myanmar (Burma),No Illegal,,,,,,
Penalty: Up to life sentence (Not enforced) [1],No,No,No,No,No,No,
Cambodia Cambodia,Yes Legal,,,,,,
(No laws against same-sex sexual activity has ever existed in the country)[1],No,No There has been at least one recorded case of a legally registered and recognized same-sex marriage.,No[citation needed],Emblem-question.svg,No,Emblem-question.svg,
East Timor East Timor,Yes Legal since 1975,,,,,,
+ UN decl. sign.[1],No,No,No,Emblem-question.svg,Yes Bans hate crimes based on sexual orientation.,Emblem-question.svg,
Indonesia Indonesia,"Yes Legal nationwide, except;",,,,,,
"No Illegal in the provinces of Aceh, South Sumatra, and the city of Palembang (Applies only to Muslims)[64][65][1] (Age of consent discrepancy)",No,No Not allowed,No,No[66],No,"Yes Transsexuals allowed to change legal gender, but only after sex reassignment surgery.",
Laos Laos,Yes Legal,,,,,,
(No laws against same-sex sexual activity has ever existed in the country)[1],No,No,No,Emblem-question.svg,No,Emblem-question.svg,
Malaysia Malaysia,No Male illegal,,,,,,
"Penalty: fines, prison sentence (2-20 years), or whippings",,,,,,,
Yes Female always legal[1],,,,,,,
No,No,No,No,No,Yes[67],,
Philippines Philippines,Yes Legal nationwide since 1933,,,,,,
[68][1][69],No (Pending)[68],No (Pending)[70],No LGBT individuals may adopt.[71],Yes Since 2009,"No/Yes[72] Cebu[73] Quezon City, Davao[74] and Albay have anti-discrimination ordinances[75] (National bill pending but still not made into law)",No No legal recognition.[76],
Singapore Singapore,No Male illegal,,,,,,
Penalty: up to 2 years prison sentence (Not enforced since 1999),,,,,,,
Yes Female legal since 2007[1],No,No,No,"No/Yes Due to conscription, but gays are not allowed to go to command school or serve in sensitive units.",No,"Yes Transsexuals allowed to change legal gender, but only after sex reassignment surgery.",
Thailand Thailand,Yes Legal since 1956,,,,,,
+ UN decl. sign.[1],No (Proposed)[77],No,No,Yes Since 2005,Yes Bans some anti-gay discrimination.,No No legal recognition.[78][79],
Vietnam Vietnam,Yes Legal,,,,,,
(No laws against same-sex sexual activity has ever existed in the country)[1],,,,,,,
+ UN decl. sign.[1],No,No,No,Emblem-question.svg,No,"Yes Sex-change recognized and legalized by the National Assembly after the Civil Code amended in November 24, 2015 and officially practised from 2017[80][81]. Before 2017, sex-change were only legalized for persons of congenital sex defects and unidentifiable sex.",
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
European Union European Union,Yes Legal in all 28 member states.[1],Yes/No Legal in 23/28 member states.,,,,,
Yes/No Legal in 13/28 member states.,,,,,,,
Yes/No Step-child adoption legal in 18/28 member states.,,,,,,,
Joint adoption legal in 14/28 member states.,Yes/No Legal in 27/28 member states.,,,,,,
Yes Membership requires a state to ban anti-gay discrimination in employment.,,,,,,,
3/28 states ban some anti-gay discrimination.,,,,,,,
25/28 states ban all anti-gay discrimination.,Yes/No Legal in 26/28 member states.[2],,,,,,
Central Europe[edit],,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Austria Austria,Yes Legal since 1971[3],,,,,,
#NAME?,Yes Registered partnership since 2010[4],No/Yes (Legal from January 2019)[5],Yes Step-child adoption since 2013.,,,,
Joint adoption since 2016.[6][7],,,,,,,
(+automatic co-parent recognition)[8],Yes,Yes Bans all anti-gay discrimination[9],Yes Gender change is legal.[10],,,,
Croatia Croatia,Yes Legal since 1977 (As part of Yugoslavia),,,,,,
+ UN decl. sign.[3],Yes Life partnership since 2014[11],No Constitutionally banned since a 2013 referendum.[12],No/Yes Partner-guardianship since 2014 (parental responsibility and a permanent next-of-kins relationship between a life partner and their partner's child which is registered in the child's birth certificate),Yes,Yes Bans all anti-gay discrimination[9][13],Yes Act on the elimination of discrimination bans all types discrimination based on both gender identity and gender expression. Gender change is regulated by special policy issued by Ministry of Health.[14],
Czech Republic Czech Republic,Yes Legal since 1962 (As part of Czechoslovakia),,,,,,
+ UN decl. sign.[3],Yes Registered partnership since 2006[15],No,No LGBT individuals in a registered partnership may adopt;[16] step-child adoption pending[17],Yes,Yes Bans all anti-gay discrimination[9],Yes Legal recognition is granted and birth certificate is amended[not in citation given] after reassignment surgery (with mandatory sterilisation).[18],
Germany Germany,Yes Legal in East Germany since 1968,,,,,,
Legal in West Berlin and West Germany since 1969,,,,,,,
+ UN decl. sign.[3][19],Yes Registered life partnership from 2001 to 2017 (existing partnerships and new foreign partnerships still recognised)[20][21],Yes Legal since 2017.[22],Yes Legal since 2017.[22],Yes,Yes Bans all anti-gay discrimination[23][24],Yes Gender change is legal.[25],
Hungary Hungary,Yes Legal since 1962,,,,,,
+ UN decl. sign.[3],Yes Registered partnership since 2009[26],No[27][28],,,,,
Constitutionally banned since 2012.[29][30],No LGBT individuals may adopt; (Joint and step-child adoption pending)[28],Yes,Yes Bans all anti-gay discrimination[9],No No legal recognition.[18],,,
Liechtenstein Liechtenstein,Yes Legal since 1989,,,,,,
+ UN decl. sign.[3],Yes Registered partnership since 2011[31],No,No LGBT individuals may adopt.[32],Has no military,Yes Bans all anti-gay discrimination[9],No Gender change is not legal.[18],
Poland Poland,Yes Legal,,,,,,
+ UN decl. sign.[3],Yes Unregistered cohabitation since 2012;,,,,,,
(Registered partnership proposed 2018),No Constitutionally banned since 1997.[33],"No LGBT individuals may adopt, joint adoption forbidden.[34]",Yes,Yes Bans some anti-gay discrimination[9],Yes,,
Slovakia Slovakia,Yes Legal since 1962 (As part of Czechoslovakia),,,,,,
+ UN decl. sign.[3],No (Proposed)[35],No Constitutionally banned since 2014[36],No LGBT individuals may adopt.[37],Yes,Yes Bans all anti-gay discrimination[38][39],Yes (Requires sterilisation for change[18]),
Slovenia Slovenia,Yes Legal since 1977 (As part of Yugoslavia),,,,,,
+ UN decl. sign.[3],Yes Registered partnership since 2006[40];,,,,,,
Unregistered cohabitation since 2017[41],No,No/Yes Step-child adoption since 2011[42],Yes,Yes Bans all anti-gay discrimination[9],Yes Gender change is legal.[43],,
Switzerland Switzerland,Yes Legal nationwide since 1942,,,,,,
"Legal in the cantons of Geneva (as part of France), Ticino, Valais, and Vaud since 1798",,,,,,,
+ UN decl. sign.[3][44],"Yes Registered partnership in Geneva (2001),[45] Zürich (2003),[46] Neuchâtel (2004)[47] and Fribourg (2004)[47]",,,,,,
Nationwide since 2007[48],No (Pending)[49],No/Yes Step-child adoption since 2018[50],Yes,Yes Bans some anti-gay discrimination. (Banning all anti-gay discrimination pending)[51],Yes Legal documents can be issued based on a person's new gender identity. Sterilisation is technically required but has not been enforced since 2012. Registered Partnership can become Marriage between the new opposite-sex couple.[52],,
Eastern Europe[edit],,,,,,,
LGBT rights in:,Same-sex sexual activity,Recognition of same-sex unions,Same-sex marriage,Adoption by same-sex couples,LGB allowed to serve openly in military?,Anti-discrimination laws concerning sexual orientation,Laws concerning gender identity/expression
Abkhazia Abkhazia,Yes Legal after 1991,No,No,No,Emblem-question.svg,No,Emblem-question.svg
Armenia Armenia,Yes Legal since 2003,,,,,,
+ UN decl. sign.[3],No,No/Yes Constitutionally banned since 2015.[53][54] Marriages performed abroad recognized since 2017.[55],No,"No/Yes No explicit ban. However, LGBT persons have been reportedly discharged because of their sexual orientation.[56]",No,No,
Republic of Artsakh Artsakh,Yes Legal since 2000,No,No Constitutionally banned since 2006[57],No,Emblem-question.svg,No,Emblem-question.svg
Azerbaijan Azerbaijan,Yes Legal since 2000[3],No,No,No,Yes[58],No,Yes (Requires sterilisation for change[18])
Belarus Belarus,Yes Legal since 1994[3],No,No Constitutionally banned since 1994[59],No,"No/Yes Banned from military service during peacetime, but during wartime homosexuals are permitted to enlist as partially able.[60]",No,Yes
Georgia (country) Georgia,Yes Legal since 2000,,,,,,
+ UN decl. sign.[3],No,No Constitutionally banned since 2018,No,Emblem-question.svg,Yes Bans all anti-gay discrimination[61],Yes (Requires sterilisation for change[18]),
Kazakhstan Kazakhstan,Yes Legal since 1998[3],No,No,No,No,No,Yes[62]
Moldova Moldova,Yes Legal since 1995,,,,,,
+ UN decl. sign.[3],No,No Constitutionally banned since 1994[63],No,Yes,Yes Bans some anti-gay discrimination[9],Yes (Requires sterilisation for change[18]),
Romania Romania,Yes Legal since 1996,,,,,,
+ UN decl. sign.[3],No (Civil partnership proposed)[64],No (Constitutional ban proposed),No LGBT individuals may adopt.[65],Yes,Yes Bans all anti-gay discrimination[9],Yes Legal recognition and birth certificates amended[not in citation given] after reassignment surgery (sterilisation mandatory)[18],
Russia Russia,Yes Male legal since 1993,,,,,,
Female always legal[66][3],,,,,,,
"No Illegal in practice in Chechnya, where homosexuals are abducted and sent to concentration camps based on their perceived sexual orientation. See Gay concentration camps in Chechnya for more information.",No,No (Constitutional ban proposed)[67],No,No,No,Yes (Requires sterilisation for change[18]),
South Ossetia South Ossetia,Yes Legal after 1991,No,No,No,Emblem-question.svg,No,Emblem-question.svg
Transnistria Transnistria,Yes Legal since 2002[68],No,No,No,Emblem-question.svg,No (Proposed)[69],Emblem-question.svg
Ukraine Ukraine,Yes Legal since 1991,,,,,,
+ UN decl. sign.[3],No,No Constitutionally banned since 1996[70],No LGBT individuals may adopt.[71],No/Yes Policies depend on the regional commissioners.[72],Yes Bans some anti-gay discrimination[73],Yes (Requires sterilisation for change[18]),
Northern Europe[edit],,,,,,,
